cell_id,group
lmlfgdhh-1,translumenal cells III (posterior-lower)
lmllohdg-1,translumenal cells III (posterior-lower)
lmmgochd-1,translumenal cells III (posterior-lower)
lmmkegeg-1,translumenal cells III (posterior-lower)
lmmppala-1,translumenal cells III (posterior-lower)
lmnhgcbj-1,translumenal cells III (posterior-lower)
lmnndnpk-1,translumenal cells III (posterior-lower)
lmnnjfhj-1,translumenal cells III (posterior-lower)
lmocpanj-1,translumenal cells III (posterior-lower)
lmodoadc-1,translumenal cells III (posterior-lower)
lmogdinh-1,translumenal cells III (posterior-lower)
lmogojkh-1,translumenal cells III (posterior-lower)
lmojfofj-1,translumenal cells III (posterior-lower)
lmokcpji-1,translumenal cells III (posterior-lower)
lmolcppo-1,translumenal cells III (posterior-lower)
lnampapl-1,translumenal cells III (posterior-lower)
lnankiok-1,translumenal cells III (posterior-lower)
lnbfmhaf-1,translumenal cells III (posterior-lower)
lnbgndnj-1,translumenal cells III (posterior-lower)
lncbommi-1,translumenal cells III (posterior-lower)
lnelfjja-1,translumenal cells III (posterior-lower)
lnemabio-1,translumenal cells III (posterior-lower)
lneodmic-1,translumenal cells III (posterior-lower)
lneplbnp-1,translumenal cells III (posterior-lower)
lnfbfcfl-1,translumenal cells III (posterior-lower)
lnfbiema-1,translumenal cells III (posterior-lower)
lnfomioj-1,translumenal cells III (posterior-lower)
lngbpcpn-1,translumenal cells III (posterior-lower)
lngdcnol-1,translumenal cells III (posterior-lower)
lngflkih-1,translumenal cells III (posterior-lower)
lnghpmdf-1,translumenal cells III (posterior-lower)
lngjjakf-1,translumenal cells III (posterior-lower)
lngogghi-1,translumenal cells III (posterior-lower)
lngpabfc-1,translumenal cells III (posterior-lower)
lnhcplod-1,translumenal cells III (posterior-lower)
lnhhpjme-1,translumenal cells III (posterior-lower)
lnhkncmh-1,translumenal cells III (posterior-lower)
lnhljkel-1,translumenal cells III (posterior-lower)
lnhnkamc-1,translumenal cells III (posterior-lower)
lnhofebo-1,translumenal cells III (posterior-lower)
lnhpadna-1,translumenal cells III (posterior-lower)
lnhpencl-1,translumenal cells III (posterior-lower)
lnicendm-1,translumenal cells III (posterior-lower)
lniecndm-1,translumenal cells III (posterior-lower)
lnieelhm-1,translumenal cells III (posterior-lower)
lnkfleep-1,translumenal cells III (posterior-lower)
lnkgjngc-1,translumenal cells III (posterior-lower)
lnkiffmh-1,translumenal cells III (posterior-lower)
lnkkbehg-1,translumenal cells III (posterior-lower)
lnkmdacf-1,translumenal cells III (posterior-lower)
lnleejpm-1,translumenal cells III (posterior-lower)
lnleidjj-1,translumenal cells III (posterior-lower)
lnlfbcil-1,translumenal cells III (posterior-lower)
lnlgbfkh-1,translumenal cells III (posterior-lower)
lnlhehpb-1,translumenal cells III (posterior-lower)
lnlicnce-1,translumenal cells III (posterior-lower)
lnlnohih-1,translumenal cells III (posterior-lower)
lnmaidjo-1,translumenal cells III (posterior-lower)
lnmcglom-1,translumenal cells III (posterior-lower)
lnmjecpn-1,translumenal cells III (posterior-lower)
lnmoibbl-1,translumenal cells III (posterior-lower)
lnmpmmce-1,translumenal cells III (posterior-lower)
lnnbikeh-1,translumenal cells III (posterior-lower)
lnnekfbb-1,translumenal cells III (posterior-lower)
lnnfmhmh-1,translumenal cells III (posterior-lower)
lnoejaeo-1,translumenal cells III (posterior-lower)
lnohhiid-1,translumenal cells III (posterior-lower)
lnoinbbh-1,translumenal cells III (posterior-lower)
lnojjoff-1,translumenal cells III (posterior-lower)
lnpcipii-1,translumenal cells III (posterior-lower)
lnpgjnch-1,translumenal cells III (posterior-lower)
loaeeedi-1,translumenal cells III (posterior-lower)
loaeiogc-1,translumenal cells III (posterior-lower)
loaemnna-1,translumenal cells III (posterior-lower)
loagaged-1,translumenal cells III (posterior-lower)
loajiecd-1,translumenal cells III (posterior-lower)
loajjgil-1,translumenal cells III (posterior-lower)
loakmlej-1,translumenal cells III (posterior-lower)
lobcomak-1,translumenal cells III (posterior-lower)
lobgakbi-1,translumenal cells III (posterior-lower)
lobhmddp-1,translumenal cells III (posterior-lower)
lobioheo-1,translumenal cells III (posterior-lower)
lobkfpoa-1,translumenal cells III (posterior-lower)
locbmiph-1,translumenal cells III (posterior-lower)
locefhaa-1,translumenal cells III (posterior-lower)
lodalofa-1,translumenal cells III (posterior-lower)
loddpakm-1,translumenal cells III (posterior-lower)
lodlcibn-1,translumenal cells III (posterior-lower)
lodndeeh-1,translumenal cells III (posterior-lower)
loeapick-1,translumenal cells III (posterior-lower)
loebiomo-1,translumenal cells III (posterior-lower)
loehakih-1,translumenal cells III (posterior-lower)
loejnhfn-1,translumenal cells III (posterior-lower)
loekibfd-1,translumenal cells III (posterior-lower)
loeonaag-1,translumenal cells III (posterior-lower)
lofdghod-1,translumenal cells III (posterior-lower)
lofhpeif-1,translumenal cells III (posterior-lower)
loljohcb-1,translumenal cells III (posterior-lower)
lolnahfo-1,translumenal cells III (posterior-lower)
lolomhjm-1,translumenal cells III (posterior-lower)
maadaenh-1,translumenal cells III (posterior-lower)
maknkhfc-1,translumenal cells III (posterior-lower)
mbnpddgn-1,translumenal cells III (posterior-lower)
mbobmoic-1,translumenal cells III (posterior-lower)
mboddkbl-1,translumenal cells III (posterior-lower)
mboejkdp-1,translumenal cells III (posterior-lower)
mbomljip-1,translumenal cells III (posterior-lower)
mbondmng-1,translumenal cells III (posterior-lower)
mbpdglbj-1,translumenal cells III (posterior-lower)
mbpeailn-1,translumenal cells III (posterior-lower)
mcaedaii-1,translumenal cells III (posterior-lower)
mcagngkn-1,translumenal cells III (posterior-lower)
mcakbbhl-1,translumenal cells III (posterior-lower)
mcankaoi-1,translumenal cells III (posterior-lower)
mcfgnlej-1,translumenal cells III (posterior-lower)
mcflhbbh-1,translumenal cells III (posterior-lower)
mcfpkemd-1,translumenal cells III (posterior-lower)
mcgbcjca-1,translumenal cells III (posterior-lower)
mcgdchak-1,translumenal cells III (posterior-lower)
mcgejdoi-1,translumenal cells III (posterior-lower)
mcggpeli-1,translumenal cells III (posterior-lower)
mcgkbcfg-1,translumenal cells III (posterior-lower)
mcglaamg-1,translumenal cells III (posterior-lower)
mchcafod-1,translumenal cells III (posterior-lower)
mchfnaoo-1,translumenal cells III (posterior-lower)
mchioalo-1,translumenal cells III (posterior-lower)
mcibakag-1,translumenal cells III (posterior-lower)
mcjpicnp-1,translumenal cells III (posterior-lower)
mckembio-1,translumenal cells III (posterior-lower)
mckhnlbb-1,translumenal cells III (posterior-lower)
mcklkobf-1,translumenal cells III (posterior-lower)
mckmpble-1,translumenal cells III (posterior-lower)
mclbcllh-1,translumenal cells III (posterior-lower)
meeapbhf-1,translumenal cells III (posterior-lower)
meebhfap-1,translumenal cells III (posterior-lower)
meeeffnc-1,translumenal cells III (posterior-lower)
meehpaoc-1,translumenal cells III (posterior-lower)
meeibkea-1,translumenal cells III (posterior-lower)
meejchki-1,translumenal cells III (posterior-lower)
meekhibn-1,translumenal cells III (posterior-lower)
meelabdi-1,translumenal cells III (posterior-lower)
mejnllng-1,translumenal cells III (posterior-lower)
mekldmnm-1,translumenal cells III (posterior-lower)
melijnml-1,translumenal cells III (posterior-lower)
melohikl-1,translumenal cells III (posterior-lower)
memadlhl-1,translumenal cells III (posterior-lower)
memimamn-1,translumenal cells III (posterior-lower)
memipgom-1,translumenal cells III (posterior-lower)
memkdkod-1,translumenal cells III (posterior-lower)
memkmdke-1,translumenal cells III (posterior-lower)
memmckfn-1,translumenal cells III (posterior-lower)
meoknbif-1,translumenal cells III (posterior-lower)
meolpnee-1,translumenal cells III (posterior-lower)
mepihake-1,translumenal cells III (posterior-lower)
mepjdeoo-1,translumenal cells III (posterior-lower)
mepjogeb-1,translumenal cells III (posterior-lower)
mepmjcli-1,translumenal cells III (posterior-lower)
mepmkoao-1,translumenal cells III (posterior-lower)
meppglhd-1,translumenal cells III (posterior-lower)
mfadinkf-1,translumenal cells III (posterior-lower)
mfajnfem-1,translumenal cells III (posterior-lower)
mfaklice-1,translumenal cells III (posterior-lower)
mfalkffl-1,translumenal cells III (posterior-lower)
mfbbajcp-1,translumenal cells III (posterior-lower)
mfbeahoc-1,translumenal cells III (posterior-lower)
mfbfcija-1,translumenal cells III (posterior-lower)
mfbfoibi-1,translumenal cells III (posterior-lower)
mfblkmhd-1,translumenal cells III (posterior-lower)
mfbmohog-1,translumenal cells III (posterior-lower)
mfglfihp-1,translumenal cells III (posterior-lower)
mfgnakof-1,translumenal cells III (posterior-lower)
mfgoocig-1,translumenal cells III (posterior-lower)
mfhaffje-1,translumenal cells III (posterior-lower)
mfhapjhh-1,translumenal cells III (posterior-lower)
mfhkiaoh-1,translumenal cells III (posterior-lower)
mfhlihff-1,translumenal cells III (posterior-lower)
mfiilhlc-1,translumenal cells III (posterior-lower)
mfiiliml-1,translumenal cells III (posterior-lower)
mfikghoc-1,translumenal cells III (posterior-lower)
mfjelbna-1,translumenal cells III (posterior-lower)
mfjgegln-1,translumenal cells III (posterior-lower)
mfjninmd-1,translumenal cells III (posterior-lower)
mfjnmiin-1,translumenal cells III (posterior-lower)
mfkckike-1,translumenal cells III (posterior-lower)
mfkdeajn-1,translumenal cells III (posterior-lower)
mfkekmne-1,translumenal cells III (posterior-lower)
mfkidead-1,translumenal cells III (posterior-lower)
mfkilcig-1,translumenal cells III (posterior-lower)
mglaaaio-1,translumenal cells III (posterior-lower)
mglamdha-1,translumenal cells III (posterior-lower)
mglanegi-1,translumenal cells III (posterior-lower)
mglmhklm-1,translumenal cells III (posterior-lower)
mglodckg-1,translumenal cells III (posterior-lower)
mgmacoaa-1,translumenal cells III (posterior-lower)
mgmbokgf-1,translumenal cells III (posterior-lower)
mgmdcpbm-1,translumenal cells III (posterior-lower)
mgmfldnp-1,translumenal cells III (posterior-lower)
mgmiaing-1,translumenal cells III (posterior-lower)
mgmiolpm-1,translumenal cells III (posterior-lower)
mgmjihac-1,translumenal cells III (posterior-lower)
mgnamjbk-1,translumenal cells III (posterior-lower)
mgnbilob-1,translumenal cells III (posterior-lower)
mgnehbko-1,translumenal cells III (posterior-lower)
mgngdcec-1,translumenal cells III (posterior-lower)
mgniboal-1,translumenal cells III (posterior-lower)
mgobcdmh-1,translumenal cells III (posterior-lower)
mgocphlj-1,translumenal cells III (posterior-lower)
mgoealdc-1,translumenal cells III (posterior-lower)
mgofilol-1,translumenal cells III (posterior-lower)
mgohfckb-1,translumenal cells III (posterior-lower)
mgohkcog-1,translumenal cells III (posterior-lower)
mgoihnig-1,translumenal cells III (posterior-lower)
mgollnfo-1,translumenal cells III (posterior-lower)
mgompami-1,translumenal cells III (posterior-lower)
mgoniaie-1,translumenal cells III (posterior-lower)
mgpnmjaa-1,translumenal cells III (posterior-lower)
mgpnohbh-1,translumenal cells III (posterior-lower)
mgpogicl-1,translumenal cells III (posterior-lower)
mhaabgnl-1,translumenal cells III (posterior-lower)
mhaccibd-1,translumenal cells III (posterior-lower)
mhadlhnd-1,translumenal cells III (posterior-lower)
mhagkjml-1,translumenal cells III (posterior-lower)
mhaigmnn-1,translumenal cells III (posterior-lower)
mhaioejc-1,translumenal cells III (posterior-lower)
mhamdefg-1,translumenal cells III (posterior-lower)
mhbmdbbi-1,translumenal cells III (posterior-lower)
mhbminjo-1,translumenal cells III (posterior-lower)
mhbpbnjd-1,translumenal cells III (posterior-lower)
mhcajdkm-1,translumenal cells III (posterior-lower)
mhcfgbkp-1,translumenal cells III (posterior-lower)
mhcfilmj-1,translumenal cells III (posterior-lower)
mhcfkibn-1,translumenal cells III (posterior-lower)
mhcjigll-1,translumenal cells III (posterior-lower)
mhcjjdce-1,translumenal cells III (posterior-lower)
mhckkbic-1,translumenal cells III (posterior-lower)
mhcnmjbe-1,translumenal cells III (posterior-lower)
mhcofhpg-1,translumenal cells III (posterior-lower)
mhdghphn-1,translumenal cells III (posterior-lower)
mhdnacef-1,translumenal cells III (posterior-lower)
mhdoepan-1,translumenal cells III (posterior-lower)
mhdokpba-1,translumenal cells III (posterior-lower)
mheajhgj-1,translumenal cells III (posterior-lower)
mhedanml-1,translumenal cells III (posterior-lower)
mheijhhb-1,translumenal cells III (posterior-lower)
mhekedae-1,translumenal cells III (posterior-lower)
mhelhjad-1,translumenal cells III (posterior-lower)
mhepeblp-1,translumenal cells III (posterior-lower)
mhepnneb-1,translumenal cells III (posterior-lower)
mhfadlbh-1,translumenal cells III (posterior-lower)
mhfahcln-1,translumenal cells III (posterior-lower)
mhfalicp-1,translumenal cells III (posterior-lower)
mhfamhfd-1,translumenal cells III (posterior-lower)
mhfbegii-1,translumenal cells III (posterior-lower)
mhfbekcf-1,translumenal cells III (posterior-lower)
mhfcdcld-1,translumenal cells III (posterior-lower)
mhfcmekc-1,translumenal cells III (posterior-lower)
mhfgbdkg-1,translumenal cells III (posterior-lower)
mhfgbpom-1,translumenal cells III (posterior-lower)
mhfjmfih-1,translumenal cells III (posterior-lower)
mhfkkhko-1,translumenal cells III (posterior-lower)
mhfldbca-1,translumenal cells III (posterior-lower)
mhfonmab-1,translumenal cells III (posterior-lower)
mhfpjnfb-1,translumenal cells III (posterior-lower)
mhfppkmi-1,translumenal cells III (posterior-lower)
mhgbecmo-1,translumenal cells III (posterior-lower)
mhgodfjg-1,translumenal cells III (posterior-lower)
mhgopkam-1,translumenal cells III (posterior-lower)
mhgpaiki-1,translumenal cells III (posterior-lower)
mhgpfeeh-1,translumenal cells III (posterior-lower)
mhhbloki-1,translumenal cells III (posterior-lower)
mhhepjjg-1,translumenal cells III (posterior-lower)
mhhgfoib-1,translumenal cells III (posterior-lower)
mhhghdfk-1,translumenal cells III (posterior-lower)
mhhkkkfj-1,translumenal cells III (posterior-lower)
mhhlphdh-1,translumenal cells III (posterior-lower)
mhiepjih-1,translumenal cells III (posterior-lower)
mhifioma-1,translumenal cells III (posterior-lower)
mhiinclh-1,translumenal cells III (posterior-lower)
mhikepbj-1,translumenal cells III (posterior-lower)
mhikidig-1,translumenal cells III (posterior-lower)
mhilahld-1,translumenal cells III (posterior-lower)
mhilkdjd-1,translumenal cells III (posterior-lower)
mhinbnoh-1,translumenal cells III (posterior-lower)
mhplccmb-1,translumenal cells III (posterior-lower)
miadoilo-1,translumenal cells III (posterior-lower)
miahkokd-1,translumenal cells III (posterior-lower)
mibempkl-1,translumenal cells III (posterior-lower)
mibopcmo-1,translumenal cells III (posterior-lower)
miceldcf-1,translumenal cells III (posterior-lower)
micgcbcf-1,translumenal cells III (posterior-lower)
micgdapj-1,translumenal cells III (posterior-lower)
mickfghb-1,translumenal cells III (posterior-lower)
micmbegg-1,translumenal cells III (posterior-lower)
micnofpn-1,translumenal cells III (posterior-lower)
micojdch-1,translumenal cells III (posterior-lower)
midlhnoc-1,translumenal cells III (posterior-lower)
miefmfgp-1,translumenal cells III (posterior-lower)
mieieigk-1,translumenal cells III (posterior-lower)
miepnigm-1,translumenal cells III (posterior-lower)
mifbbngb-1,translumenal cells III (posterior-lower)
mifdbdli-1,translumenal cells III (posterior-lower)
mifdmaia-1,translumenal cells III (posterior-lower)
migclgjb-1,translumenal cells III (posterior-lower)
migebmcc-1,translumenal cells III (posterior-lower)
migfncdi-1,translumenal cells III (posterior-lower)
miggcbge-1,translumenal cells III (posterior-lower)
migglipf-1,translumenal cells III (posterior-lower)
migifmad-1,translumenal cells III (posterior-lower)
migjcahh-1,translumenal cells III (posterior-lower)
migkmglo-1,translumenal cells III (posterior-lower)
miglffmc-1,translumenal cells III (posterior-lower)
migmadoc-1,translumenal cells III (posterior-lower)
migmakkc-1,translumenal cells III (posterior-lower)
mihcihli-1,translumenal cells III (posterior-lower)
mihgdlji-1,translumenal cells III (posterior-lower)
mihkgjbe-1,translumenal cells III (posterior-lower)
mihkkkkg-1,translumenal cells III (posterior-lower)
mihlmipk-1,translumenal cells III (posterior-lower)
miiapkbi-1,translumenal cells III (posterior-lower)
miidbpba-1,translumenal cells III (posterior-lower)
miijccge-1,translumenal cells III (posterior-lower)
miiljkoe-1,translumenal cells III (posterior-lower)
minjpejh-1,translumenal cells III (posterior-lower)
minlgdgl-1,translumenal cells III (posterior-lower)
minmbdda-1,translumenal cells III (posterior-lower)
minnggkf-1,translumenal cells III (posterior-lower)
miobonkn-1,translumenal cells III (posterior-lower)
miolmcal-1,translumenal cells III (posterior-lower)
miomnjnd-1,translumenal cells III (posterior-lower)
mioogckb-1,translumenal cells III (posterior-lower)
mipfmfml-1,translumenal cells III (posterior-lower)
mipigkdn-1,translumenal cells III (posterior-lower)
mipjbkle-1,translumenal cells III (posterior-lower)
mipkmhga-1,translumenal cells III (posterior-lower)
mipoeelo-1,translumenal cells III (posterior-lower)
mipogffh-1,translumenal cells III (posterior-lower)
mjaebkcl-1,translumenal cells III (posterior-lower)
mjancnad-1,translumenal cells III (posterior-lower)
mjanfllk-1,translumenal cells III (posterior-lower)
mjangjob-1,translumenal cells III (posterior-lower)
mjaodmbn-1,translumenal cells III (posterior-lower)
mjfkplag-1,translumenal cells III (posterior-lower)
mjflagig-1,translumenal cells III (posterior-lower)
mjfnabmi-1,translumenal cells III (posterior-lower)
mjfoecdb-1,translumenal cells III (posterior-lower)
mjfpfikb-1,translumenal cells III (posterior-lower)
mjgaehga-1,translumenal cells III (posterior-lower)
mjgjojch-1,translumenal cells III (posterior-lower)
mjgoigpk-1,translumenal cells III (posterior-lower)
mjhaoddm-1,translumenal cells III (posterior-lower)
mjhbcbjp-1,translumenal cells III (posterior-lower)
mjhbeccc-1,translumenal cells III (posterior-lower)
mjhddmkp-1,translumenal cells III (posterior-lower)
mjhdhine-1,translumenal cells III (posterior-lower)
mjhhnhdn-1,translumenal cells III (posterior-lower)
mjhjgbeh-1,translumenal cells III (posterior-lower)
mjhkcpdj-1,translumenal cells III (posterior-lower)
mjhlkmgn-1,translumenal cells III (posterior-lower)
mjhnnbpf-1,translumenal cells III (posterior-lower)
mjhohgii-1,translumenal cells III (posterior-lower)
mjicdkpm-1,translumenal cells III (posterior-lower)
mjipamfm-1,translumenal cells III (posterior-lower)
mjipemnb-1,translumenal cells III (posterior-lower)
mjjboefp-1,translumenal cells III (posterior-lower)
mjjelmpo-1,translumenal cells III (posterior-lower)
mjjopeok-1,translumenal cells III (posterior-lower)
mmlccnkh-1,translumenal cells III (posterior-lower)
mmodfebl-1,translumenal cells III (posterior-lower)
mndojpih-1,translumenal cells III (posterior-lower)
mnehiben-1,translumenal cells III (posterior-lower)
mnenjmdn-1,translumenal cells III (posterior-lower)
mnepebpd-1,translumenal cells III (posterior-lower)
mnfaofbg-1,translumenal cells III (posterior-lower)
mnhegjof-1,translumenal cells III (posterior-lower)
mnhgojma-1,translumenal cells III (posterior-lower)
mnhjhkod-1,translumenal cells III (posterior-lower)
mnhmiain-1,translumenal cells III (posterior-lower)
mnhmiemn-1,translumenal cells III (posterior-lower)
mninhegk-1,translumenal cells III (posterior-lower)
mnjejnoa-1,translumenal cells III (posterior-lower)
mnjfaldf-1,translumenal cells III (posterior-lower)
mnjhjgem-1,translumenal cells III (posterior-lower)
mnjlbanj-1,translumenal cells III (posterior-lower)
mnlblbej-1,translumenal cells III (posterior-lower)
mnlchino-1,translumenal cells III (posterior-lower)
mnldkjce-1,translumenal cells III (posterior-lower)
mnlfclgi-1,translumenal cells III (posterior-lower)
mnlfmgdk-1,translumenal cells III (posterior-lower)
mnljalai-1,translumenal cells III (posterior-lower)
mnlkcfif-1,translumenal cells III (posterior-lower)
mnlnapbd-1,translumenal cells III (posterior-lower)
mnlocmhg-1,translumenal cells III (posterior-lower)
mnlolaaj-1,translumenal cells III (posterior-lower)
mnmmnbjj-1,translumenal cells III (posterior-lower)
moclolad-1,translumenal cells III (posterior-lower)
modanagl-1,translumenal cells III (posterior-lower)
moddcilm-1,translumenal cells III (posterior-lower)
modjjamj-1,translumenal cells III (posterior-lower)
momgclll-1,translumenal cells III (posterior-lower)
moolkkdi-1,translumenal cells III (posterior-lower)
moomifme-1,translumenal cells III (posterior-lower)
mpclmjfj-1,translumenal cells III (posterior-lower)
mpcloded-1,translumenal cells III (posterior-lower)
mpcngphd-1,translumenal cells III (posterior-lower)
mpdmhmbk-1,translumenal cells III (posterior-lower)
mpdngnpo-1,translumenal cells III (posterior-lower)
mpebcpml-1,translumenal cells III (posterior-lower)
mpebefdd-1,translumenal cells III (posterior-lower)
mpecfcgm-1,translumenal cells III (posterior-lower)
mphlkhno-1,translumenal cells III (posterior-lower)
mphojbfe-1,translumenal cells III (posterior-lower)
mpkhigfo-1,translumenal cells III (posterior-lower)
mpklgmkp-1,translumenal cells III (posterior-lower)
mpkmgloh-1,translumenal cells III (posterior-lower)
mpknfjoo-1,translumenal cells III (posterior-lower)
mplaghlc-1,translumenal cells III (posterior-lower)
mpldainp-1,translumenal cells III (posterior-lower)
mpmnbhdl-1,translumenal cells III (posterior-lower)
mpnocfgh-1,translumenal cells III (posterior-lower)
mpnpbhej-1,translumenal cells III (posterior-lower)
mpnpbpjp-1,translumenal cells III (posterior-lower)
mpofmnnd-1,translumenal cells III (posterior-lower)
mpogkfjn-1,translumenal cells III (posterior-lower)
mpojedbd-1,translumenal cells III (posterior-lower)
mppocahk-1,translumenal cells III (posterior-lower)
naakeacp-1,translumenal cells III (posterior-lower)
naalghni-1,translumenal cells III (posterior-lower)
naapiccc-1,translumenal cells III (posterior-lower)
nabcapde-1,translumenal cells III (posterior-lower)
nadoacfd-1,translumenal cells III (posterior-lower)
naeemcmj-1,translumenal cells III (posterior-lower)
nafaeemf-1,translumenal cells III (posterior-lower)
nafbfmea-1,translumenal cells III (posterior-lower)
naffmndk-1,translumenal cells III (posterior-lower)
nafpfmph-1,translumenal cells III (posterior-lower)
nagdeoig-1,translumenal cells III (posterior-lower)
nalolgcn-1,translumenal cells III (posterior-lower)
namclnhd-1,translumenal cells III (posterior-lower)
namkonem-1,translumenal cells III (posterior-lower)
nanbmddk-1,translumenal cells III (posterior-lower)
nanbmpab-1,translumenal cells III (posterior-lower)
nandpbfa-1,translumenal cells III (posterior-lower)
nanefbnc-1,translumenal cells III (posterior-lower)
nanepaek-1,translumenal cells III (posterior-lower)
nanhgamh-1,translumenal cells III (posterior-lower)
nankgldf-1,translumenal cells III (posterior-lower)
nankionf-1,translumenal cells III (posterior-lower)
naoannck-1,translumenal cells III (posterior-lower)
naoeceij-1,translumenal cells III (posterior-lower)
naohipfj-1,translumenal cells III (posterior-lower)
naokncnn-1,translumenal cells III (posterior-lower)
naomfida-1,translumenal cells III (posterior-lower)
naondphe-1,translumenal cells III (posterior-lower)
naonfijb-1,translumenal cells III (posterior-lower)
naoogfko-1,translumenal cells III (posterior-lower)
naooleld-1,translumenal cells III (posterior-lower)
naoppgbb-1,translumenal cells III (posterior-lower)
napbaoja-1,translumenal cells III (posterior-lower)
napgmcmj-1,translumenal cells III (posterior-lower)
naphdfie-1,translumenal cells III (posterior-lower)
naphfgeg-1,translumenal cells III (posterior-lower)
napilaoj-1,translumenal cells III (posterior-lower)
napimmhe-1,translumenal cells III (posterior-lower)
napipkee-1,translumenal cells III (posterior-lower)
napkjepc-1,translumenal cells III (posterior-lower)
napldnfk-1,translumenal cells III (posterior-lower)
nbaaecne-1,translumenal cells III (posterior-lower)
nbaaifjl-1,translumenal cells III (posterior-lower)
nbaandfn-1,translumenal cells III (posterior-lower)
nbadondm-1,translumenal cells III (posterior-lower)
nbaekfoo-1,translumenal cells III (posterior-lower)
nbagjdeg-1,translumenal cells III (posterior-lower)
nbbanhgd-1,translumenal cells III (posterior-lower)
nbbbheoe-1,translumenal cells III (posterior-lower)
nbbfppio-1,translumenal cells III (posterior-lower)
nbbiacca-1,translumenal cells III (posterior-lower)
nbbpjkno-1,translumenal cells III (posterior-lower)
nbcgfihi-1,translumenal cells III (posterior-lower)
nbcgkfcl-1,translumenal cells III (posterior-lower)
nbchlhpb-1,translumenal cells III (posterior-lower)
nbcknnjc-1,translumenal cells III (posterior-lower)
nbclnibl-1,translumenal cells III (posterior-lower)
nbclomnk-1,translumenal cells III (posterior-lower)
nbdadcjd-1,translumenal cells III (posterior-lower)
nbdanpai-1,translumenal cells III (posterior-lower)
nbdcpojf-1,translumenal cells III (posterior-lower)
nbecpohb-1,translumenal cells III (posterior-lower)
nbeemief-1,translumenal cells III (posterior-lower)
nbefpidi-1,translumenal cells III (posterior-lower)
nbeldmec-1,translumenal cells III (posterior-lower)
nbeoaedj-1,translumenal cells III (posterior-lower)
nbfbedem-1,translumenal cells III (posterior-lower)
nbfcobnb-1,translumenal cells III (posterior-lower)
nbffhaad-1,translumenal cells III (posterior-lower)
nbfhkdlm-1,translumenal cells III (posterior-lower)
nbfphegf-1,translumenal cells III (posterior-lower)
nbgcmanl-1,translumenal cells III (posterior-lower)
nbgffpdf-1,translumenal cells III (posterior-lower)
nbggllim-1,translumenal cells III (posterior-lower)
nbhbmfbg-1,translumenal cells III (posterior-lower)
nbhecgfb-1,translumenal cells III (posterior-lower)
nbheknnk-1,translumenal cells III (posterior-lower)
nbhfepmo-1,translumenal cells III (posterior-lower)
nbhiknna-1,translumenal cells III (posterior-lower)
nbhimfda-1,translumenal cells III (posterior-lower)
nbhjigbn-1,translumenal cells III (posterior-lower)
nbhkjefk-1,translumenal cells III (posterior-lower)
nbhncbaj-1,translumenal cells III (posterior-lower)
nbinjgoe-1,translumenal cells III (posterior-lower)
nbiomhod-1,translumenal cells III (posterior-lower)
nbjanelf-1,translumenal cells III (posterior-lower)
nbjigkkl-1,translumenal cells III (posterior-lower)
nbjiofma-1,translumenal cells III (posterior-lower)
nbjlnjca-1,translumenal cells III (posterior-lower)
nbjmhjmb-1,translumenal cells III (posterior-lower)
nbjpfokk-1,translumenal cells III (posterior-lower)
nbkcdeod-1,translumenal cells III (posterior-lower)
nbngbjfb-1,translumenal cells III (posterior-lower)
ngakedkp-1,translumenal cells III (posterior-lower)
ngapbdoo-1,translumenal cells III (posterior-lower)
ngcbdfkn-1,translumenal cells III (posterior-lower)
ngcdecig-1,translumenal cells III (posterior-lower)
ngcmfjfo-1,translumenal cells III (posterior-lower)
ngcmkmlh-1,translumenal cells III (posterior-lower)
ngcnaado-1,translumenal cells III (posterior-lower)
ngdfagpl-1,translumenal cells III (posterior-lower)
ngdgkolo-1,translumenal cells III (posterior-lower)
ngdndhpn-1,translumenal cells III (posterior-lower)
ngdnoich-1,translumenal cells III (posterior-lower)
ngeaakek-1,translumenal cells III (posterior-lower)
ngebnked-1,translumenal cells III (posterior-lower)
ngechhnn-1,translumenal cells III (posterior-lower)
ngedoped-1,translumenal cells III (posterior-lower)
ngefbekg-1,translumenal cells III (posterior-lower)
ngeheimn-1,translumenal cells III (posterior-lower)
ngekgfbj-1,translumenal cells III (posterior-lower)
ngepeecn-1,translumenal cells III (posterior-lower)
ngffadfh-1,translumenal cells III (posterior-lower)
ngfnkalm-1,translumenal cells III (posterior-lower)
ngfnkmol-1,translumenal cells III (posterior-lower)
ngghdfjm-1,translumenal cells III (posterior-lower)
ngginplc-1,translumenal cells III (posterior-lower)
nggmcjfb-1,translumenal cells III (posterior-lower)
nggnkkkk-1,translumenal cells III (posterior-lower)
nggpckcf-1,translumenal cells III (posterior-lower)
nghmhlag-1,translumenal cells III (posterior-lower)
nghnamjl-1,translumenal cells III (posterior-lower)
nhkekain-1,translumenal cells III (posterior-lower)
nhkihmgi-1,translumenal cells III (posterior-lower)
nhkjfcad-1,translumenal cells III (posterior-lower)
nhkjinho-1,translumenal cells III (posterior-lower)
nhkkkjfd-1,translumenal cells III (posterior-lower)
nhkkneng-1,translumenal cells III (posterior-lower)
nhkkoljj-1,translumenal cells III (posterior-lower)
nhkndohd-1,translumenal cells III (posterior-lower)
nhkolnck-1,translumenal cells III (posterior-lower)
nhlbfogh-1,translumenal cells III (posterior-lower)
